unigram,count
l(wv,1
b′i+1,1
u∈wσρ,1
603–618,1
10.1112/s0024610703004381,1
/2,1
⊗a,1
"e0,r−1r",1
card(τ,1
−1)l(u,1
"e0,j2",1
τ)-position,1
l(wsj,1
"s)(w,σ",1
"c∗,j",1
h∗c∗(l,1
"e0∗,∗",1
jreduced,1
"e20,r−1",1
"v,",1
h∗(a;n,1
c∗(l;f,1
auav,1
hom(cn,1
h∗(aσ,1
"c∗/e0,∗1",1
"c∗,0",1
hi(x;n,1
2(g),1
ucτ,1
τ-reduced,1
l(uvsi,1
cosheaves,1
2-cochains,1
a-basis,1
f(zp,1
φn−1,1
−1-simplex,1
homg(c∗(y,1
t,1
"e∗,∗∗",1
"err,0",1
cn−1(l,1
i-by-i,1
"er0,r−1",1
dimg(ci,1
ker(δi)/im(δi−1,1
"e0,j1",1
−1)l(u)au,1
auv,1
−1)if(ιτσ,1
"vuσ,",1
‘spherical’,1
565–577,1
gr/r07813,1
dimg(f,1
hom(f(τ,1
z(f(p,1
493–510,1
/2)n,1
"ci,∗",1
"′,",1
mdavis@math.ohio-state.edu,1
π1(y/w,1
dimg(,1
dimg(m,1
hom(a,1
k−1)-simplex,1
y/w,1
n’,1
h-module,1
π-g-bimodule,1
×wj,1
2(gτ,1
cwσ,1
a-action,1
"homa(c∗,∗",1
275–311,1
g-z-bimodule,1
f(τ,1
identities’,1
"e∞∗,∗",1
kz-module,1
secrecy,1
necessarily—although,1
ethics,1
nationalistic,1
boston-based,1
models.even,1
quasi-grown-up,1
“here,1
enlisted,1
happiest,1
cognate,1
letter-writing,1
ticians,1
promulgate,1
excerpts,1
advises,1
stir,1
lament,1
triumphantly,1
newton’s,1
ruffling,1
slowed,1
100-plus,1
primaries,1
cultivated,1
feathers,1
institutionalization,1
known—that,1
nichols/tufts,1
here’s,1
collaborate,1
dysfunction,1
emptied,1
fruit—low,1
medicine’s,1
atmospheres,1
majored,1
far-ranging,1
irrelevance,1
ideas?”,1
preconditions,1
exodus,1
inhabit,1
attenborough,1
access?”,1
tural,1
prac,1
knock-on,1
laborate,1
westinghouse,1
reorganization,1
policing,1
redistricting,1
examples—the,1
mathema,1
craving,1
six-week,1
underexplored,1
popularize,1
scientificamerican.com/article/blazing-a-trail-for,1
missable,1
sneak,1
http://dx.doi.org/10.4169/mathhorizons.25.2.5,1
enmeshment,1
bills,1
"environment,”",1
sexy,1
katharine,1
heating,1
analysis—,1
scooped,1
i’d,1
tripos—the,1
levitation,1
involuntary,1
hippie-ish,1
otherwise—to,1
tenure-track,1
result—you,1
realize—which,1
mathematician’s,1
“i,1
undergrads,1
vene,1
mlot,1
race—but,1
kasia,1
finalist,1
what?”,1
for—to,1
sierzputowska,1
college—became,1
freelance,1
catching,1
hushed,1
supercompetitive,1
ness”,1
venue,1
rich?”,1
specialty,1
activism,1
“i’m,1
people!”,1
professionalism,1
wrestling,1
academies,1
time?”,1
d(6y,1
"s,...,sr",1
lev('(e,1
"l|ex[0,1",1
kx[o0,1
akak+lak,1
2x?|ilk,1
levx(ca,1
smh@math.unl,1
"a2,a2",1
1-combed,1
"dy(cy,f(vp",1
lev(o,1
7fi(y,1
li{f,1
362-372,1
ilev,1
"o(e,n-(l",1
fl(08a,1
b(p(q,1
"g(f(ex)),ex",1
"t|{b}x[o,1",1
es)'+1,1
"a1,a1",1
f(gw,1
jcnl,1
lev(t(x,1
81k:68001,1
"l,ex",1
blb2...br,1
g(l(w,1
"ti{x}x[o,1",1
"lex[0o,1",1
"i(x,t",1
en_l(l,1
"elex[o,1",1
j(cn,1
o=<o,1
pi\d,1
b1b2...br,1
tll{x}x[0o,1
stk(c,1
"cx,vx)l",1
2ix?ilk,1
4-3k,1
"alvx[o,l",1
meierjolafayette,1
3ix,1
cp(cn,1
k'r,1
"dy(ey,vq",1
"ht,(1",1
fast-konvexitdt,1
a(l(av)(2s,1
tamreness,1
g(f(ex,1
st(stk-l(c,1
todltld2...tpldptp,1
l{f,1
stk+l(a,1
idue,1
"lev(q(x,t",1
tod1t1d2...tp_ldptp,1
"dh(f(x),f(w",1
fo(v,1
fo(gw,1
lkd,1
lev(v,1
"vx[o,1",1
f3(p(n,1
f(eg,1
e;)r+l,1
"i(x,s",1
jby(r,1
"lev(pq(x,t",1
stk+l,1
p(l(c,1
n+2c,1
cn1-e,1
kdx,1
"un,l",1
"lex[o,1",1
c3(p(l(w,1
o(en_1(l,1
nilpotenter,1
"c""ml",1
97m:20049,1
"dy(ey,vp",1
"g(f(x)),x",1
"f(g(y)),y",1
"a(y,t",1
c'nl,1
t'-(d,1
"1lex[0,1",1
"r,vq",1
3(p(l(w,1
cn1-6,1
k=<k-i,1
di's,1
95e:20052,1
7ri(x,1
c'ml,1
"l(v)x[o,1",1
cnl-e,1
"x[o,1",1
"lev('f(x,s",1
levy(f(vp,1
stm(a,1
lev(c,1
jcnl-e,1
94k:57003,1
fo(gv,1
"dl,d2",1
"ey,r",1
dld2...dp,1
dy(vpvq,1
263-276,1
2kj,1
"lf{v}x[o,1",1
"il{a}x[o,1",1
97k:57020,1
i3x(k'r,1
kn*q,1
lev((zx,1
l(kdx(g,1
"bi,di",1
f(l(w,1
k(levq,1
ak-lak-lak,1
ak+lakak,1
"dy(f(cx),f(vp",1
f(f(x,1
"ao,al,...,an",1
46-50,1
dms-9623088,1
akakak+l,1
k=<k-1,1
leix,1
"lex[o,l",1
1-kj,1
log2(2(n,1
98i:20036,1
88a:20049,1
2=<1,1
akakak+i,1
9(f(ex,1
"lev(xl(x,s",1
o(e_n-(l,1
ecy,1
3y(r,1
ilevx(z,1
"l|ex[o,1",1
b(p(l,1
"ex,vqv",1
7rti(y,1
"l/[x[o,1",1
k)-k,1
o(en_l(l,1
"p,n",1
ap'(aq,1
50:5801,1
ak-akak-1,1
fo(g,1
"si,ti",1
lev(xp(x,1
"ti{b}x[o,1",1
wjn,1
943-962,1
st2(e,1
thiel,1
"v)x[0,1",1
akak+l,1
braska,1
k(dx,1
machtey,1
21x?ilk,1
go(v,1
i=<o,1
py(n,1
bib2...br,1
f(vo,1
dld2,1
nb(n,1
ak+1ak,1
"dy(f(g(v)),v",1
"lev(x(x,s",1
oa(0,1
lev(x,1
p(p(n,1
x401~li,1
sob1slb2...sr-lbrsr,1
flnctions,1
i3(p(l(w,1
st'(c,1
"4ig(,)x[o,i",1
l(kd,1
g-images,1
f3(p(l(w,1
"f(4'(v,2s",1
"pj,x",1
"dy(vq,r",1
99e:57002,1
plcw-2-complex,1
f(g(b,1
"lev(e(x,t",1
soblslb2...sr-lbrsr,1
"ex,vp",1
akak-1,1
ix?o,1
lkdx,1
96c:20064,1
"c""n1",1
rl(x,1
lev(4'(x,1
"al,al",1
"lex[0,li",1
b(knl,1
95g:57006,1
levx(p,1
lev(q,1
lev(f(p,1
"x[0o,1",1
4-1(c,1
go(hv,1
ab(o,1
"lx[to,1",1
f(va,1
blb2,1
f(g(e,1
41:134,1
f(y(s,1
ab(t,1
poenaru's,1
go(z,1
"lev(q(x,s",1
"uw,,l",1
0002-9947(00)02717-3,1
lk(d,1
94m:57034,1
263-297,1
f3x(k'r,1
f(ec,1
einiger,1
fs(1/-y,1
7(l{v1,1
"y(lf,cf",1
4600,1
l[tai,1
u{z,1
80h:68060,1
7rk(v5,1
a1t,1
sh-e,1
2001k:60006,1
97a:20054,1
h_lkqh,1
4(wn,1
"h,rq",1
garibaldi,1
a(z)yi(l,1
ds(en,1
"o,1",1
aja1a3aja1a2a2a3a2aja1a3a3,1
19.f(3,1
varie'te's,1
4611,1
tisaiztij,1
7r(t,1
foro<r<n-2,1
i-82100,1
"qi(z,y1,i",1
wg(9,1
ir(wi,1
4604,1
4601,1
ft0,1
e*ve,1
bc)(ca,1
dt(m,1
t'ak,1
universit'a,1
two-block,1
fta,1
1)(l)){vm,1
vdu,1
supppose,1
31(r,1
ffz,1
pringsheim's,1
supp(rn,1
v)-entry,1
tiai]q(vi)[bjt2ai]q(v2,1
fs'(r,1
grammar-oriented,1
i?4i,1
ub]b[ta,1
j)+v,1
j$hi,1
4613,1
moment's,1
sannio,1
sf-bs,1
lrk(u2,1
hospitality-during,1
3)y,1
4597,1
buc](ca,1
493-509,1
sl/n,1
originial,1
4610,1
399-438,1
f[ta,1
work-of,1
sm+n,1
29(c,1
r(hi,1
4603,1
vak,1
eden,1
tjtt,1
f-uv,1
wh(hi,1
lk(idh,1
braffort,1
n-3/2,1
sub(lu,1
30-33,1
a2sd2aia2sd2dl,1
ch/math/biblio/preprint/pp2001,1
l[bta,1
wherer=rs,1
r(uk,1
sub(l[a1,1
bc)[cua,1
uinpo,1
pressions,1
d[s1,1
sf-su,1
d(c)-path,1
3r(z,1
taif,1
7rll,1
snf(nfg)-n,1
"t,+i",1
fancier,1
t=>w,1
"inp,wherevevandae",1
viei,1
m-l)(vl,1
84d:68088,1
r(h-lh,1
sub(lc,1
foro<r<n-1,1
fj(z,1
"y,...iyv",1
4620,1
sf-bc,1
evento,1
lk(h,1
5m5n,1
3zi3pj,1
"1,.i",1
k(v3,1
ala2)(a2a3,1
i(al,1
2.2)-(2.4,1
i(a3,1
j9z2,1
supp(rq,1
"ff(),i=1...,v",1
wg(g,1
irjy1(g,1
"ai,e(j)(z",1
aij+l,1
b[sa,1
g=hlklhlk2,1
22(l,1
"1,.v",1
silberstein,1
4623,1
"v1,...,v5",1
s6bs,1
an-2an-1)(an-lan,1
"f,cf",1
idk}d,1
woessqweyl,1
9(cf,1
hok1hlk2,1
4598,1
l)(z,1
tdi,1
b[va,1
w==w,1
4605,1
"t,ha",1
uainp,1
210-211,1
lrk(v2,1
a2si2s,1
lwl-1,1
173-200,1
94m:60051,1
"i,j)-entry",1
supermultiplicative,1
hairdressing,1
the'orie,1
601-605,1
intermedi,1
"qj(,k-1",1
jw(g)j,1
bk-1tkak]q(vk)[bktk+1,1
a2si2a1sb1s,1
hq+l,1
qif(z,1
7rk,1
wk(kq)wh(h')q,1
"hi,rq1)(h2,r2",1
fj(k)(z,1
sala,1
87c:22020,1
"ai,a_1",1
i4-i,1
2001m:68098,1
if[k](z,1
fsf(z,1
7-(s,1
b-4,1
v\vf,1
j=j,1
zf))kl,1
0to,1
h=h-'hi,1
"a1a,,aj1",1
r(idh,1
stevens-tech,1
bta]-sentential,1
aa(3,1
4607,1
a2si2a1sdl,1
uf-c,1
vdvcw,1
bc)[cu,1
tbu,1
"1/1y(lf,cf",1
dt(en,1
thrq,1
zbk,1
s'}u{[ta,1
f3(s,1
puiseux,1
dist(hi,1
o(bwa,1
edu/-rgilman,1
hq1,1
min{rj,1
semi-dyck,1
4614,1
ingegneria,1
4618,1
il(c,1
4619,1
minn,1
yi(e,1
ula1v1ala3u2alv2ala2v3a2a3a2u3alv4ala3v5a3,1
eain(z)y,1
uc](ca,1
f[ub]b,1
interzor,1
bktk+1,1
uniromal,1
"u1,u2,u3",1
fbv,1
attila,1
lta,1
j[i](z,1
85i:60058,1
fb[va,1
4612,1
nffm,1
td(cj,1
a2si2a1a2d2d1,1
uev'uv'viuv'e,1
fi(l)(z,1
s6rie,1
"vg,a(n",1
shsu,1
aisdis,1
4599,1
a2sd2a1a2sd2si1,1
b[ti,1
4597-4625,1
98k:57005,1
q(a3a2,1
zwem,1
q(a3a,1
and|t,1
ancbn,1
en>0,1
y(la,1
ir(a?i,1
rq(a2a3,1
d'(t,1
aizti,1
tiuai,1
4609,1
disguise,1
fy(e_1)(r)i,1
v3lu{t,1
fs(i,1
19(c,1
4625,1
z2(z,1
two-element-group,1
a2d2ala2d2dl,1
w(ffm,1
b[sc,1
o.f,1
unambigu,1
4624,1
"hlh2,rl1th1q2",1
rk(vl,1
cua,1
o3(s,1
"i,jv",1
4(w2,1
wh(h')wk(k1)wh(h')wk(k2,1
a3a,1
fj(s,1
4615,1
609-677,1
wh(h'i,1
t1vlt2v2,1
a2i2ala2d2dl,1
98m:68152,1
4621,1
fi(e)(z,1
3j(z)f(z,1
4602,1
lrk(v4,1
ale'atoire,1
103-124,1
tceccher0mat,1
4622,1
fi(z))1,1
vcw,1
titua,1
"h,r1",1
99m:20069,1
86h:20041,1
truncates,1
ufsu,1
z[i]](r[i,1
forallaeces,1
i[k](z,1
fu(z,1
froups,1
si-aiti,1
27-51,1
4?(bwa,1
1q$(w)l,1
"fi,n)n>o",1
v1tv2,1
42:4343,1
e[il,1
yi-qi(z,1
7r(ul,1
trofi,1
4608,1
ffm,1
"ir,il7",1
4617,1
nfffm,1
"vft,(z",1
q$(ml-)(l,1
f[bt,1
ductions,1
fu(ru,1
anbabn,1
happpens,1
non-constanit,1
4616,1
99e:05011,1
pt(z,1
"am,a1",1
f](z,1
whenevertl,1
a-8010,1
tiruj,1
27:2371,1
ceccherini,1
faizti1,1
vss,1
nfg(h,1
thr(h,1
tu-graz,1
cb[va,1
r1(a2,1
0002-9947(02)03048-9,1
fj(k,1
40:1939,1
schr6dinger,1
"ft(z)=pt(z;fu(z),uev",1
f'(z,1
hqlkqhq,1
f[ta]a[ub,1
88m:60020,1
tkvktk+1,1
85g:20042,1
aiskaj,1
d[s,1
"ai,o(z",1
7k(u1,1
qi(o,1
f-e,1
c[ub,1
lk(u3,1
"ti,uj",1
min{rt,1
y1i,1
y(o(l,1
3j(r,1
201-230,1
layo(s,1
vi(fi(s)-fi(z,1
r1(a2a,1
lta-1,1
"am,a_m",1
869-884,1
hirschberg,1
d2ala2di2,1
"fi,(s",1
gw(a,1
f[ub]b[va,1
ajtja_js,1
la-1,1
vjei\{-i,1
immediatley,1
99k:68092,1
"y(l,c)=1/r",1
4606,1
𝐵𝑔(𝑛,1
𝜏−1𝑞,1
"of𝛾(g,𝑆",1
log𝑓,1
𝑐𝑑,1
𝑏2,1
2]/daróczy,1
simplifiedmodels,1
card𝐵,1
6]/tsallis,1
𝛼-entropy,1
function𝑑𝑆,1
"wherex,y",1
reexpressed,1
1650063,1
daróczy,1
itmay,1
selskab,1
function𝑓,1
𝑛log,1
“studies,1
33–39,1
𝜑𝑡(𝜔,1
𝐶1𝑑x,1
“escort,1
𝑐𝑏,1
1–382,1
“possible,1
"𝛼-entropy,”kybernetika",1
promis,1
generalmetricmeasure,1
“twist”,1
fysiske,1
quasi-)conformality,1
zähle,1
𝑁)𝑁𝛾,1
andd.g,1
log𝜙,1
bondi-metzner-sachs,1
𝑎𝑚−1𝑥𝑚−1,1
1]/vajda,1
“vanishing,1
“tsallis”,1
"scheme,”",1
amodified,1
hyper-kähler,1
“distributivity,1
“black,1
2𝑘)𝑖,1
27–31,1
states/phase,1
𝛾2(𝑛,1
supersymmetry,1
𝑎𝑐)8,1
epl,1
“infinite”,1
s.thurner,1
𝑠𝑛,1
1450040,1
“introduction,1
“physical,1
root.thewhole,1
1450162,1
𝜑𝑡,1
benli,1
𝑇1,1
"q-triplets,”",1
𝑏𝑑,1
𝑎1𝑎2,1
𝑛dimensional,1
𝑖=0,1
lindhard,1
“self-similarity,1
𝐵𝑁𝜏,1
𝑛×𝑛,1
generators𝑏,1
1)𝑛,1
andwas,1
𝑑2,1
30–35,1
‖𝑔‖,1
“axioms,1
“whendo,1
11𝑐,1
flat.the,1
𝐿(𝑎0,1
"walks,”",1
𝛿entropy,1
𝑐2,1
cirto,1
“controllable”,1
"world,”",1
"consequences,”",1
c𝑛,1
pictorially,1
𝑥𝑛𝑒𝑥,1
3]/lindhard,1
𝑐𝑛,1
interchanges/switches,1
𝑒√𝑥,1
𝜙(𝑁,1
408–418,1
𝛾𝑖,1
kinematical,1
−∑𝑖∈𝐼𝑝,1
verymuch,1
2863614,1
"transitions,”",1
darboux’s,1
plinary,1
r.hanel,1
“fermionic”,1
pettini,1
concomitant,1
𝑎1𝑥,1
440–464,1
kongelige,1
constant𝑐,1
infinitememory,1
words𝑋∗,1
𝑛∑,1
memory”,1
𝐵𝑔,1
videnskabernes,1
4]/cressie,1
https://arxiv.org/abs/1607.07097,1
𝑝𝑗,1
boltzmann-gibbs,1
11𝑏,1
vajda,1
"entropies,”",1
mironov,1
𝑑𝑏,1
of𝑆,1
bountis,1
26500,1
"ebin,comparisontheorems",1
holes.this,1
𝑘𝐵,1
foundations.many,1
methodological,1
thermodynamical,1
󵄩󵄩󵄩󵄩󵄩𝑔−1ℎ󵄩󵄩󵄩󵄩󵄩𝑆,1
𝐶1,1
norms‖𝑔‖1,1
"𝛾(g,𝑆",1
an𝑁,1
open-set,1
64–175,1
set𝑉,1
https://arxiv.org/abs/1206.5127,1
𝑎𝑛𝑥,1
11𝑑,1
“nonextensive”,1
𝑎𝑑)4,1
riemannian/metric,1
𝑇v,1
amultiparticle,1
705–773,1
𝑒𝑛sin,1
such𝑓,1
analysis.the,1
𝑥𝑚,1
by𝑎,1
‖𝑔‖2,1
allow𝑁,1
𝑎𝑚𝑥𝑚,1
251–272,1
"fractals,”",1
𝑏𝑐𝑑,1
“𝑞-triplet”,1
−𝑘𝐵,1
45–70,1
canprove,1
and𝑓(𝑛,1
1120–1127,1
∀𝑔,1
"however,g",1
https://doi.org/10.1155/2017/2863614,1
𝑒𝑛𝛼,1
gl𝑛(𝐹,1
latter’s,1
modification/generalization,1
𝑠2,1
𝐵(𝑛,1
analytical/nonnumerical,1
non-bgs,1
"infinite,”",1
of𝐵(𝑛,1
“quantification,1
∈𝑋,1
𝑎𝑏)16,1
“multinomial,1
1𝐶1,1
36–51,1
𝑁→∞,1
“algebra,1
1278–1308,1
interpretation”,1
“milnor’s,1
𝑥𝑛,1
naive/straightforward,1
𝑛)/𝑛,1
𝛾1(𝑛,1
0101,1
𝑠𝑖𝑛,1
𝑠𝑖1𝑠𝑖2,1
𝑠1,1
states/degrees,1
𝛿→1,1
"introduction,”",1
meddelelser,1
ball.then,1
"entropy,”europeanphysical",1
"thermostatistics,”",1
interdisci,1
"springer-verlag,newyork,ny",1
space/set,1
“entropy”,1
"tests,”",1
wemodify,1
𝑁𝛾,1
"trees,”",1
"statistics,”",1
𝑎𝑖𝑥,1
multiparticle,1
automorphism𝑎,1
pragmatically,1
exemplar,1
“physical”,1
𝐴𝜉𝑁,1
“convexity,1
1𝛾,1
nikos.physikos@gmail.com,1
𝑒(log,1
50003,1
“statistical,1
probing,1
zehnder,1
riemannianmanifoldmwithout,1
𝜔𝑛,1
thatmay,1
pi−1−→·,1
0−→z−→homz(zg,1
·−→pm0,1
∂−1−−−→,1
"z)−→homz(zg,q)−→homz(zg",1
"zg,m",1
hn+j,1
zg⊗,1
"ĥi(h,m",1
conj.i,1
pm−1−→·,1
t.v,1
∈ji,1
70/4/6411,1
p1−→p,1
×sm,1
f,1
·−→p1−→,1
−→tnb′−→tnb−→tnb′′−→tn+1b′−→·,1
·−→p0,1
im∂0,1
augementation,1
pdzga⊗i,1
−→pm+10,1
zeroeth,1
hi(homzg,1
"ĥi(g,p",1
∈i1,1
0−→rk−→pk+q−1−→·,1
satelites,1
0−→homz(homz(ig,1
∂m−−→,1
rn−→z(g/h,1
pdzgb,1
q/z)−→0,1
a−→a−→0,1
g−cw,1
"hp(g,m",1
"z,−",1
"ĥp(g,m",1
rn−→·,1
exti,1
ii–pythagoras,1
∈in,1
z−→0,1
0−→rn−→rn,1
∂0−−→,1
133–148,1
za-module,1
r0n−→r1n−→r2n−→·,1
frealy,1
rk+q,1
153–161,1
z)−→0,1
0−→homz(zg,1
zg−→,1
g⊗,1
−→p̃−→0,1
0−→en−→en−1−→·,1
f1,1
fn,1
·−→pm1,1
509–533,1
z)−→homz(ig,1
prassidis,1
hα−1f,1
pk−1−→·,1
ĥq,1
zg-exacts,1
"−∞,+∞)cohomological",1
−→pm+11,1
extk,1
−1−−−−→,1
·−→pk,1
·−→p0−→m−→0,1
z(g/gin,1
⊗b,1
−→pn,1
0−→z−→i0−→i1−→·,1
zg-homomorphism,1
−→pn−→pn−1,1
eckmann–shapiro’s,1
spligij,1
ĥp+q,1
−cw,1
im+1−→·,1
0−→rk+q−→pk+q−1−→·,1
silpgij,1
∂m−→pm,1
"max(m,n",1
pdzgk,1
g/gi0,1
r−1−→zg⊗,1
·−→pk−→rk−→0,1
⊗1a−−−−→,1
im∂in,1
"h∗(g,−)−→ĥ∗(g,−",1
siplg,1
fi)i≥0,1
·−→,1
∂1−−→,1
hβf,1
−→fn+1−→fn,1
i0−→i1,1
∂i)−→ii,1
homz(homz(zg,1
·−→im−→,1
z(g/gi1,1
coeffaceable,1
effaceable,1
−→homz(homz(zg,1
idzghomz,1
−→p0,1
z(g/gi0,1
cornick’s,1
p0−→p,1
z(g/gji,1
f0,1
·−→im−→im+1−→·,1
·−→e0−→z−→0,1
0−→rn−→r0n−→r1n−→r2n−→·,1
zg−→zg⊗,1
0−→rn−→z(g/h,1
·−→f1,1
exti+1zg,1
epeak,1
hi+q,1
a−→rn,1
ext1,1
∂i−−→,1
∂n−−→,1
"ĥi(g,homzh",1
1lxii,1
"fi,h",1
ilacc-lb-'ll,1
2n(ab,1
a]a2b2(ab)n(a)n(b)-2,1
x-iyl,1
them-they,1
ilab-lhl,1
liab-'11,1
7ri(m)/[7r1(m,1
ilxii,1
jlxj1)-1,1
xy-i,1
ilcab-ic-h11,1
0002-9939/93,1
ln(2n+m,1
x(x-'y)-x,1
3n(a)n(b,1
a]a3b3(ab)n(a)n(b)-3,1
1)(n(b,1
x(y-lx)x-l,1
1)a+f,1
2r+/3,1
ab)n(a)n(b,1
n(a)+m(a,1
lbh,1
lbn(a)n(b)-1,1
kerry,1
110(a,1
utexas,1
iall,1
q$(a)n(a,1
ilabll,1
bn(a)n(b,1
m(ab,1
habh,1
m)en(a,1
1)(n(b)+m(b,1
kerryfmath,1
a]an(a)n(b)bn(a)n(b,1
1)+n(a)+n(b)-2,1
ilab-l'l,1
isom(e3,1
47306,1
nontriv,1
muncie,1
k(r1,1
0(yi,1
10(a,1
liaba-1ii,1
ilblil,1
20f12,1
j7[xi,1
"p,q,rez",1
presentation-independent,1
jjxjj,1
"wherea,lejz2",1
rj(t0,1
97b:53041,1
"cd(a(t0),ß(t0",1
mr839689,1
"£(t),£(f",1
ß7(c2(to,1
semi-concave,1
mr1867936,1
"17,779a",1
f/2,1
10.1512/iumj.2007.56.3048,1
4430,1
10.1007/bf02571383,1
mr2104599,1
mr1109661,1
10.1007/s000390050074,1
mr2041617,1
57(7i(fi,1
detlef,1
"7(t),7(t",1
67l,1
mr1384394,1
mr1650090,1
mitake,1
94j:53084,1
ci(to,1
guofang,1
ar7-j7,1
by(£(to,1
10.1007/bf01876506,1
iturriaga,1
d(d(t0,1
86h:53042,1
"a(t0-e),ci(t0",1
2597,1
"cd(£(t0),r](to",1
cormac,1
r](t0,1
"7][0,00",1
"d{ç(t0),r]{t0",1
10.1007/bf01174375,1
mr1275203,1
b7£,1
7(si,1
g7[13,1
xcuiflnju.edu.cn,1
d(7(<i)>7(^2,1
4431,1
d{xk,1
eilers,1
"d(xk,rj(tk",1
d(7r_1(xi,1
t£l,1
max^g,1
"—7)|[0,00",1
aryless,1
piermarco,1
d{fi(t,1
67-(ci(t0,1
at7-i7,1
773-805,1
mr866527,1
c2(t0,1
103-119,1
141-151,1
"£|[t,oo),77|[t,00",1
a(t0,1
bf(x,1
choos,1
"7|[t,00",1
mr512212,1
â7-i7,1
77pp,1
v(ri(to,1
23.6,1
"—^)|[t,00",1
b7(x,1
195-240,1
71(^2,1
77i[to,1
2007a:53001,1
mr2360607,1
an(f,1
7(±t,1
ci(t0,1
92m:58048,1
11271181,1
"d((£(t0),£(to",1
4427,1
367-385,1
7k{t,1
semi-staitc,1
zv7-j7,1
"d(x,7(i",1
£(f0,1
883-897,1
"d(xk,7{tk",1
4423,1
mané's,1
toponogov's,1
insecurity,1
"22],[1",1
4429,1
"7+,7",1
d\(s,1
71(g,1
77(^0,1
67±,1
mr1792240,1
—7)(t,1
10.1007/sl0711-009-9432-8,1
b_7,1
à7-i7,1
10.1017/s0143385704000446,1
10.1007/s005260100081,1
d(ci(t0,1
—77)|[r,1
"cd(xi,x2",1
fe7,1
"d^(tk),k",1
£(t0,1
169-207,1
l(£k,1
v(to,1
mahé,1
mr2644277,1
7r|g7,1
b7-(r)(to))-2e,1
hiroyoshi,1
2005e:49001,1
klk,1
stéphane,1
d\{ü,1
eschenburg,1
by+(ç(to,1
m{00,1
bç±,1
s■,1
7(r,1
10.1007/978-1-4613-9586-7j3,1
papd,1
10.4310/cag.2011.vl9.n4.a5,1
97f:53001,1
"niv7-i7+,7r_1(x2",1
4428,1
372-375,1
d\(k,1
"£(f),£(f",1
"b~,t",1
tv7-j7,1
7k(t*k,1
2008k:35049,1
7r|iv7-)7,1
cannarsa,1
"ri+d(-y(tk),k",1
7fc(0,1
7(—t,1
4424,1
£(fo,1
b-yiait,1
7k{t*k,1
67+(x,1
"e),ci(t0",1
"d{nf(h),i(t2",1
—£)|[t,1
t(to,1
"v(h),v(to",1
by-(x,1
17pp,1
v«|ff,1
788-809,1
hitoshi,1
lhk)>t,1
"5,272e",1
a-limit,1
d(7(0,1
blx,1
hamilton-j,1
"d(jk(t),7(t",1
ret,1
d{jk(t*k)mtk,1
7|[t2,1
acobi,1
"72,00",1
1667-1723,1
"d(-y(t),k",1
2011d:53069,1
mr777905,1
"m,7±(f",1
692-713,1
br(c2(i0,1
ny-17,1
"d(a(to),ß(to",1
81h:53035,1
mr1390760,1
like)-functions,1
67-(c(<o,1
99f:58075,1
10.1007/bf00971404,1
4425,1
2005h:37143,1
7t(f,1
y(cl(*o,1
"iv7-,7",1
semiconcave,1
88a:53031,1
2001k:37003,1
"ui,tj\[to",1
mr510080,1
"si,s2>t",1
4426,1
10.1007/bf02395057,1
95c:58075,1
http://dx.doi.org/10.1090/proc/12593,1
m(oo,1
galloway,1
£7(ci(to,1
427-458,1
by(r)(t0,1
mr0303460,1
87j:53058,1
"d((a(t0),ä(to)),(ß(t0),ß(to",1
10.1007/bf01191365,1
rj(to,1
marenich,1
action-potential,1
d(fi(t,1
mr0075623,1
4423-4431,1
mologies,1
mr2538616,1
67+(ci(t0,1
mr1255465,1
10.1007/bf01226419,1
72(g,1
15-line,1
b~f,1
10.1007/bf01234315,1
sinestrari,1
"fi,t2",1
mr2880215,1
i(ci,1
1349-1386,1
7k(tk,1
mr3080486,1
2011e:31015,1
7(52,1
1361-page,1
2159-2183,1
119-128,1
49-63,1
2002j:37092,1
£|[r,1
by+(rj(to,1
—7)|[ti,1
80c:53054,1
guilbult,1
mr2243772,1
qj[t,1
culture’,1
yr+1,1
‘other’,1
‘substitutions,1
‘ancestors’,1
ε-neighbourhood,1
‘cultural,1
αβ)(l)†c′′,1
yk+1yk+2,1
ababab,1
σm(x−1y,1
"d(l,l′",1
z-indexing,1
z−nz−n+1,1
subculture,1
"da((x,x",1
ϕλ(l2(w,1
α(u)|a,1
l(l(la,1
l2(ϕ(w,1
flip〉-orbit,1
ρ2a(l2,1
ϕλ(l2,1
′))†c,1
ln(z,1
l2(w,1
z1−i,1
z−1i+1,1
y−1r,1
"−1k+m(x,y",1
w′3u,1
l(l(α(l,1
ρa(α(x,1
l2k)k∈n,1
l(α̂(l([a,1
α(v)|a,1
escadrille,1
l(α(l)†c,1
50’s,1
ϕλ(l2(v,1
dynamist’s,1
martin·lustig@univ-cezanne·fr,1
"20e08,20f65",1
doi:10.1112/jlms/jdn052,1
ln(s,1
λrat(fn,1
l(α(l,1
haussdorff,1
σ0−1,1
l(α(w,1
ultra-)metric,1
ln(l(v′(n,1
"wx,wy",1
v′(n,1
narbel,1
"i([p,q",1
ln(lk,1
yryr+1,1
x−1p,1
l(l(z,1
xk+1xk+2,1
uv|a,1
w(z−,1
α̂(la,1
l(α(l(l,1
sense’,1
v−1w|a,1
755–766,1
flip〉-orbits,1
la(σ0,1
∩k∈n,1
frumam,1
l−→,1
